Episode,Total Reward,Epsilon,Gamma,LR,Xpos,Ypos,max_steps,step_count
0.0,56.220000000000006,1.0,0.99,0.001,611.1737000179367,681.2689178842778,500.0,26.0
1.0,33.63,0.995,0.99,0.001,583.7779663083894,698.7436925108557,500.0,17.0
2.0,57.81999999999999,0.990025,0.99,0.001,626.5390965208938,679.7743899066938,500.0,26.0
3.0,52.80000000000001,0.985074875,0.99,0.001,646.9529012261142,657.3998746766298,500.0,23.0
4.0,34.760000000000005,0.9801495006250001,0.99,0.001,507.5232665207411,736.2314132709215,500.0,25.0
5.0,61.879999999999995,0.9752487531218751,0.99,0.001,626.3313216278464,667.4818635460985,500.0,32.0
6.0,29.589999999999982,0.9703725093562657,0.99,0.001,478.6080693753711,637.1765104897047,500.0,17.0
7.0,73.08000000000001,0.9655206468094844,0.99,0.001,638.6619306961201,658.8207434343423,500.0,36.0
8.0,28.11,0.960693043575437,0.99,0.001,562.7140362757401,720.2928017434548,500.0,16.0
9.0,31.690000000000005,0.9558895783575597,0.99,0.001,581.855781623417,709.5414593191731,500.0,17.0
10.0,48.25000000000003,0.9511101304657719,0.99,0.001,552.5724866147438,715.1202681910684,500.0,27.0
11.0,44.769999999999996,0.946354579813443,0.99,0.001,580.6331027108159,715.0210663869605,500.0,25.0
12.0,54.78999999999999,0.9416228069143757,0.99,0.001,656.4855648491036,650.6833587536648,500.0,26.0
13.0,101.60000000000001,0.9369146928798039,0.99,0.001,751.7319850745153,451.53828582095264,500.0,38.0
14.0,29.51,0.9322301194154049,0.99,0.001,580.9663554470952,701.2324792309344,500.0,15.0
15.0,42.35000000000001,0.9275689688183278,0.99,0.001,551.9454449751661,728.8817279800683,500.0,25.0
16.0,36.879999999999995,0.9229311239742362,0.99,0.001,584.8506928773552,701.2550462149122,500.0,18.0
17.0,30.410000000000007,0.918316468354365,0.99,0.001,500.3608495062411,742.5288124544832,500.0,23.0
18.0,72.39999999999998,0.9137248860125932,0.99,0.001,707.0356285776523,584.5054603642907,500.0,28.0
19.0,41.13000000000001,0.9091562615825302,0.99,0.001,620.5023879656205,673.6166848290608,500.0,21.0
20.0,43.75000000000001,0.9046104802746175,0.99,0.001,636.1507215530461,667.1459669794837,500.0,19.0
21.0,63.04000000000001,0.9000874278732445,0.99,0.001,607.6655764679123,689.8599978286794,500.0,33.0
22.0,30.27,0.8955869907338783,0.99,0.001,555.606784637021,715.6538658723123,500.0,18.0
23.0,33.66000000000001,0.8911090557802088,0.99,0.001,469.0364924199638,639.631194849541,500.0,20.0
24.0,39.17999999999999,0.8866535105013078,0.99,0.001,588.9471198946175,699.2239299043476,500.0,22.0
25.0,29.000000000000004,0.8822202429488013,0.99,0.001,607.7210321020341,694.6701745798545,500.0,13.0
26.0,52.300000000000026,0.8778091417340573,0.99,0.001,669.3836026594687,641.157174650286,500.0,24.0
27.0,36.839999999999996,0.8734200960253871,0.99,0.001,572.221781071528,709.3632822710133,500.0,23.0
28.0,34.260000000000005,0.8690529955452602,0.99,0.001,564.6719345429261,719.8852320727032,500.0,18.0
29.0,34.56,0.8647077305675338,0.99,0.001,592.9215329993293,694.2829640556438,500.0,19.0
30.0,59.06000000000001,0.8603841919146962,0.99,0.001,584.2921077111788,705.8852488372071,500.0,33.0
31.0,35.13000000000001,0.8560822709551227,0.99,0.001,594.3732716239055,701.5077927288035,500.0,17.0
32.0,57.51,0.851801859600347,0.99,0.001,566.9175454340839,712.6399466471953,500.0,33.0
33.0,35.24,0.8475428503023453,0.99,0.001,587.7488391168873,701.8373952681565,500.0,18.0
34.0,36.34,0.8433051360508336,0.99,0.001,590.7244517030628,699.5823564133007,500.0,18.0
35.0,48.82,0.8390886103705794,0.99,0.001,626.5070078198468,673.513682549059,500.0,25.0
36.0,36.58,0.8348931673187264,0.99,0.001,580.3546307221952,711.8014562491536,500.0,21.0
37.0,64.07999999999998,0.8307187014821328,0.99,0.001,675.2057570184512,623.4170857460543,500.0,29.0
38.0,27.67000000000001,0.8265651079747222,0.99,0.001,547.3848605047311,722.4384241465481,500.0,18.0
39.0,40.29999999999999,0.8224322824348486,0.99,0.001,610.1199689594098,689.2605028273057,500.0,18.0
40.0,71.46,0.8183201210226743,0.99,0.001,727.5100846514767,537.4374667443843,500.0,27.0
41.0,17.13,0.8142285204175609,0.99,0.001,462.1611564217813,638.3785067156705,500.0,13.0
42.0,65.36000000000001,0.810157377815473,0.99,0.001,633.0653369879436,675.2473288560362,500.0,30.0
43.0,66.44,0.8061065909263957,0.99,0.001,685.6945362895324,613.298212701834,500.0,29.0
44.0,41.730000000000004,0.8020760579717637,0.99,0.001,594.3700843199871,701.885480714936,500.0,21.0
45.0,55.79,0.798065677681905,0.99,0.001,675.7186481545958,641.9525137171398,500.0,23.0
46.0,48.7,0.7940753492934954,0.99,0.001,645.6433866792311,655.2151985930387,500.0,21.0
47.0,59.789999999999985,0.7901049725470279,0.99,0.001,677.8388249360511,616.2904605639601,500.0,28.0
48.0,127.27000000000001,0.7861544476842928,0.99,0.001,737.3805503387341,296.6780769371241,500.0,45.0
49.0,64.32,0.7822236754458713,0.99,0.001,700.1304552233445,588.6406904225404,500.0,26.0
50.0,38.550000000000004,0.778312557068642,0.99,0.001,614.4837886794643,683.7459300943028,500.0,17.0
51.0,35.92,0.7744209942832988,0.99,0.001,597.4970851737397,690.0819200486596,500.0,18.0
52.0,50.84,0.7705488893118823,0.99,0.001,672.7093478115148,628.5925154913874,500.0,20.0
53.0,27.199999999999996,0.7666961448653229,0.99,0.001,481.6659155165261,741.0309478846403,500.0,22.0
54.0,66.56000000000002,0.7628626641409962,0.99,0.001,701.2319955874897,594.6232193735303,500.0,27.0
55.0,52.709999999999994,0.7590483508202912,0.99,0.001,645.6953774220318,672.4873714524605,500.0,24.0
56.0,30.379999999999992,0.7552531090661897,0.99,0.001,579.5837563265902,705.3068984971803,500.0,16.0
57.0,21.360000000000007,0.7514768435208588,0.99,0.001,488.0428593690812,740.1463692577863,500.0,16.0
58.0,57.019999999999975,0.7477194593032545,0.99,0.001,673.6241355472001,621.9131490306789,500.0,27.0
59.0,45.96000000000001,0.7439808620067382,0.99,0.001,627.6993656054366,666.3282502526057,500.0,20.0
60.0,42.2,0.7402609576967045,0.99,0.001,610.5047393462586,688.0784265910607,500.0,23.0
61.0,73.9,0.736559652908221,0.99,0.001,722.9551042056654,556.7930827258091,500.0,28.0
62.0,42.470000000000006,0.7328768546436799,0.99,0.001,643.7462619836163,662.9234230367799,500.0,18.0
63.0,70.07000000000001,0.7292124703704616,0.99,0.001,704.8999783086357,592.584155489758,500.0,27.0
64.0,27.21999999999999,0.7255664080186093,0.99,0.001,566.2788401766775,709.0515306742485,500.0,16.0
65.0,50.37,0.7219385759785162,0.99,0.001,601.4882697964355,691.5039624684044,500.0,24.0
66.0,36.099999999999994,0.7183288830986236,0.99,0.001,563.7662048667388,713.670433360938,500.0,23.0
67.0,26.160000000000007,0.7147372386831305,0.99,0.001,537.0091028540595,731.4630727468029,500.0,17.0
68.0,38.58999999999999,0.7111635524897149,0.99,0.001,581.6747875937016,705.1957637816084,500.0,24.0
69.0,35.540000000000006,0.7076077347272662,0.99,0.001,592.0386281840737,703.2317484311006,500.0,17.0
70.0,72.45,0.7040696960536299,0.99,0.001,737.6400877153177,521.0732092149567,500.0,26.0
71.0,79.97000000000001,0.7005493475733617,0.99,0.001,729.3978573864284,535.0493934049866,500.0,29.0
72.0,33.900000000000006,0.697046600835495,0.99,0.001,584.778332186611,700.6590571809269,500.0,21.0
73.0,71.14999999999999,0.6935613678313175,0.99,0.001,686.0740770375733,617.7182564613256,500.0,31.0
74.0,31.86,0.6900935609921609,0.99,0.001,562.2590266048328,711.8793016731601,500.0,17.0
75.0,49.439999999999976,0.6866430931872001,0.99,0.001,613.3545266517258,679.6632190762643,500.0,25.0
76.0,56.099999999999994,0.6832098777212641,0.99,0.001,619.1850735324728,681.3680297633938,500.0,32.0
77.0,34.349999999999994,0.6797938283326578,0.99,0.001,600.8570366051372,698.667919745715,500.0,18.0
78.0,35.650000000000006,0.6763948591909945,0.99,0.001,558.2286342413836,719.4473494378627,500.0,21.0
79.0,51.47000000000002,0.6730128848950395,0.99,0.001,611.839535067236,693.1085682380321,500.0,25.0
80.0,56.93,0.6696478204705644,0.99,0.001,550.369008920493,722.001213793121,500.0,33.0
81.0,84.13000000000005,0.6662995813682115,0.99,0.001,639.7193922190543,656.1884585371457,500.0,43.0
82.0,39.35,0.6629680834613705,0.99,0.001,579.0897434692201,705.3964266093118,500.0,22.0
83.0,79.78999999999999,0.6596532430440636,0.99,0.001,732.0736046309014,519.3369326939403,500.0,30.0
84.0,44.49000000000001,0.6563549768288433,0.99,0.001,587.6848063321867,714.1732765062965,500.0,22.0
85.0,43.74000000000002,0.653073201944699,0.99,0.001,645.639093285102,654.4624167313458,500.0,18.0
86.0,28.179999999999996,0.6498078359349755,0.99,0.001,577.1797568953222,710.2147621456855,500.0,14.0
87.0,39.65000000000002,0.6465587967553006,0.99,0.001,470.9018490049542,748.7709782482812,500.0,31.0
88.0,67.8,0.6433260027715241,0.99,0.001,710.5434441441222,571.979364270706,500.0,26.0
89.0,28.179999999999996,0.6401093727576664,0.99,0.001,554.0190407308061,716.222724261517,500.0,19.0
90.0,47.570000000000014,0.6369088258938781,0.99,0.001,592.6639013260236,697.7063512148189,500.0,26.0
91.0,68.42,0.6337242817644086,0.99,0.001,708.2906746212732,574.7657644186104,500.0,27.0
92.0,43.580000000000005,0.6305556603555866,0.99,0.001,603.1135150541405,688.5061307613298,500.0,21.0
93.0,45.93,0.6274028820538087,0.99,0.001,628.4209169863041,667.5464963234817,500.0,21.0
94.0,28.699999999999996,0.6242658676435396,0.99,0.001,571.0867534175318,709.2438683102197,500.0,14.0
95.0,36.55,0.6211445383053219,0.99,0.001,552.8116154094123,730.3981149745102,500.0,22.0
96.0,49.66000000000002,0.6180388156137953,0.99,0.001,681.991204461032,626.4373965261159,500.0,20.0
97.0,36.29,0.6149486215357263,0.99,0.001,566.3991314527407,710.9088236717006,500.0,18.0
98.0,43.940000000000005,0.6118738784280476,0.99,0.001,607.1624244062355,690.9882139153359,500.0,23.0
99.0,64.53999999999996,0.6088145090359074,0.99,0.001,678.1845301784015,620.5695284076852,500.0,28.0
100.0,85.23000000000002,0.6057704364907278,0.99,0.001,713.754652106836,567.3272656083451,500.0,40.0
101.0,118.12,0.6027415843082742,0.99,0.001,689.1499640247632,598.3707201433325,500.0,55.0
102.0,32.17,0.5997278763867329,0.99,0.001,545.5961861280247,736.2751384582618,500.0,19.0
103.0,32.57000000000001,0.5967292370047992,0.99,0.001,571.2464358093446,708.3231000375931,500.0,17.0
104.0,28.980000000000004,0.5937455908197752,0.99,0.001,584.2177889044455,710.0146748600688,500.0,15.0
105.0,47.540000000000006,0.5907768628656763,0.99,0.001,601.0331933695395,692.8089423548493,500.0,24.0
106.0,50.400000000000006,0.5878229785513479,0.99,0.001,613.0728897233271,682.0875922826433,500.0,23.0
107.0,56.19,0.5848838636585911,0.99,0.001,673.4613604185815,625.8656451025013,500.0,24.0
108.0,32.55999999999999,0.5819594443402982,0.99,0.001,581.8457249451906,699.788115359992,500.0,17.0
109.0,30.460000000000008,0.5790496471185967,0.99,0.001,589.8999856554047,708.1445864884045,500.0,16.0
110.0,23.020000000000003,0.5761543988830038,0.99,0.001,477.28531621255485,745.0393110785196,500.0,18.0
111.0,36.91000000000001,0.5732736268885887,0.99,0.001,452.7955763777829,644.2239442961887,500.0,26.0
112.0,33.96000000000002,0.5704072587541458,0.99,0.001,582.6682151117079,710.9632584647541,500.0,18.0
113.0,48.600000000000016,0.567555222460375,0.99,0.001,674.358189130521,644.316919400531,500.0,19.0
114.0,70.05000000000003,0.5647174463480732,0.99,0.001,691.1094865674871,616.3905020430211,500.0,32.0
115.0,59.41999999999999,0.5618938591163328,0.99,0.001,585.2882847452627,699.7314912438959,500.0,36.0
116.0,47.17000000000001,0.5590843898207511,0.99,0.001,629.4551480340931,673.793925122329,500.0,22.0
117.0,37.010000000000005,0.5562889678716474,0.99,0.001,618.6624783294486,688.0426000361896,500.0,18.0
118.0,41.18000000000001,0.5535075230322891,0.99,0.001,586.6711073957345,703.062107287259,500.0,21.0
119.0,59.019999999999996,0.5507399854171277,0.99,0.001,689.7094865236469,598.3247091696568,500.0,25.0
120.0,84.75,0.547986285490042,0.99,0.001,719.7901718206155,552.0646933665203,500.0,34.0
121.0,26.79,0.5452463540625918,0.99,0.001,573.7898994483138,705.6859507854103,500.0,14.0
122.0,74.97000000000001,0.5425201222922789,0.99,0.001,657.893561727017,667.6019984164217,500.0,37.0
123.0,29.899999999999995,0.5398075216808175,0.99,0.001,513.2854388655119,731.4223092215013,500.0,23.0
124.0,26.479999999999997,0.5371084840724134,0.99,0.001,565.8297600503682,721.6739511619888,500.0,15.0
125.0,70.66000000000001,0.5344229416520513,0.99,0.001,708.8035031086154,583.5257634409494,500.0,28.0
126.0,24.939999999999998,0.531750826943791,0.99,0.001,574.0161889677318,710.4825765275311,500.0,13.0
127.0,52.20000000000001,0.5290920728090721,0.99,0.001,631.3815219870779,666.9164103336043,500.0,24.0
128.0,57.540000000000006,0.5264466124450268,0.99,0.001,624.0228467290235,678.6601350795585,500.0,28.0
129.0,56.91000000000001,0.5238143793828016,0.99,0.001,588.0215854265473,557.9197824889815,500.0,22.0
130.0,42.26000000000003,0.5211953074858876,0.99,0.001,620.2710253973952,677.8884195681084,500.0,19.0
131.0,39.08999999999999,0.5185893309484582,0.99,0.001,586.3320301131932,706.1218923715614,500.0,20.0
132.0,65.35000000000004,0.5159963842937159,0.99,0.001,632.1780204121229,664.3024804091854,500.0,35.0
133.0,56.59999999999998,0.5134164023722473,0.99,0.001,643.1914712232775,655.0463386254781,500.0,28.0
134.0,42.500000000000014,0.510849320360386,0.99,0.001,639.6057132720912,657.2529078826637,500.0,19.0
135.0,73.32,0.5082950737585841,0.99,0.001,611.031263678844,689.7445622872159,500.0,37.0
136.0,50.470000000000006,0.5057535983897912,0.99,0.001,672.918491460486,642.2575941505866,500.0,20.0
137.0,28.800000000000004,0.5032248303978422,0.99,0.001,465.6700180153862,755.1392222339166,500.0,23.0
138.0,46.6,0.500708706245853,0.99,0.001,570.6705902504588,709.1804827632182,500.0,26.0
139.0,29.500000000000004,0.4982051627146237,0.99,0.001,543.5813766645902,727.4233748779551,500.0,19.0
140.0,26.330000000000002,0.49571413690105054,0.99,0.001,540.1590518325684,732.0595684374176,500.0,17.0
141.0,52.620000000000005,0.4932355662165453,0.99,0.001,674.5150286002689,643.9884616797951,500.0,21.0
142.0,60.379999999999995,0.4907693883854626,0.99,0.001,676.691758287727,627.8711507374403,500.0,24.0
143.0,79.35999999999997,0.4883155414435353,0.99,0.001,681.299693821252,616.251256904678,500.0,34.0
144.0,30.830000000000005,0.4858739637363176,0.99,0.001,594.6414642203099,706.3599130435642,500.0,15.0
145.0,35.0,0.483444593917636,0.99,0.001,637.5120517417264,667.6284440290698,500.0,15.0
146.0,28.940000000000005,0.4810273709480478,0.99,0.001,561.7980406667374,716.3826716876059,500.0,16.0
147.0,40.91000000000001,0.47862223409330756,0.99,0.001,538.3590092740093,724.7703275965835,500.0,25.0
148.0,53.900000000000006,0.47622912292284103,0.99,0.001,647.4071319566425,661.5572444253885,500.0,23.0
149.0,43.55000000000001,0.4738479773082268,0.99,0.001,603.9054492433152,692.3562435795608,500.0,20.0
150.0,25.720000000000006,0.47147873742168567,0.99,0.001,428.4949540543863,757.5260274036846,500.0,23.0
151.0,34.77000000000001,0.46912134373457726,0.99,0.001,602.6101601898274,690.5751846457854,500.0,16.0
152.0,43.870000000000005,0.46677573701590436,0.99,0.001,572.9506855345902,706.5045017428156,500.0,25.0
153.0,33.89,0.46444185833082485,0.99,0.001,646.853117678711,649.11020555971,500.0,13.0
154.0,43.54,0.46211964903917074,0.99,0.001,644.3925765582254,670.2613211581693,500.0,19.0
155.0,47.96999999999999,0.4598090507939749,0.99,0.001,636.6697629821138,660.1551784531242,500.0,21.0
156.0,24.330000000000002,0.457510005540005,0.99,0.001,566.7482135118294,715.3390047446824,500.0,14.0
157.0,46.209999999999994,0.45522245551230495,0.99,0.001,577.4439171446794,709.6297289921142,500.0,24.0
158.0,23.799999999999997,0.4529463432347434,0.99,0.001,524.7410551818723,727.9411296112388,500.0,15.0
159.0,48.25,0.4506816115185697,0.99,0.001,608.7807152566093,700.6026407965776,500.0,22.0
160.0,26.6,0.4484282034609769,0.99,0.001,583.201240239975,698.3716576673547,500.0,12.0
161.0,23.049999999999997,0.446186062443672,0.99,0.001,504.39166057045225,743.9724086281003,500.0,18.0
162.0,39.06,0.4439551321314536,0.99,0.001,629.6022205383873,682.160793408228,500.0,17.0
163.0,45.629999999999995,0.4417353564707963,0.99,0.001,596.1288872281738,698.0427522710687,500.0,24.0
164.0,47.75000000000003,0.43952667968844233,0.99,0.001,636.5077079153266,660.9752374159676,500.0,21.0
165.0,80.27000000000002,0.43732904629000013,0.99,0.001,733.2852253727385,516.9266750340972,500.0,29.0
166.0,41.099999999999994,0.4351424010585501,0.99,0.001,586.6202259053015,707.0598794883695,500.0,20.0
167.0,40.43999999999999,0.43296668905325736,0.99,0.001,590.3230315310042,703.0915008570778,500.0,20.0
168.0,73.01000000000002,0.43080185560799106,0.99,0.001,737.8796599860491,525.2231038877773,500.0,26.0
169.0,53.77,0.4286478463299511,0.99,0.001,593.0539356674655,699.9829873503533,500.0,31.0
170.0,32.68,0.42650460709830135,0.99,0.001,593.7668182291208,702.9151589405567,500.0,16.0
171.0,25.29,0.42437208406280985,0.99,0.001,577.2813204270323,712.8117651015256,500.0,13.0
172.0,62.280000000000015,0.4222502236424958,0.99,0.001,703.8637000504725,576.1867728622991,500.0,23.0
173.0,31.42000000000001,0.42013897252428334,0.99,0.001,579.1286967366561,710.8105413920514,500.0,19.0
174.0,52.47000000000001,0.4180382776616619,0.99,0.001,633.7020121061656,670.3245275317141,500.0,24.0
175.0,36.6,0.4159480862733536,0.99,0.001,582.7705427628456,703.3990298870478,500.0,18.0
176.0,36.599999999999994,0.41386834584198684,0.99,0.001,644.8674728034898,673.4219536306115,500.0,14.0
177.0,48.90000000000001,0.4117990041127769,0.99,0.001,647.3910577583114,667.4603955172025,500.0,20.0
178.0,77.95000000000003,0.40974000909221303,0.99,0.001,726.44778202687,541.7181187227626,500.0,30.0
179.0,28.410000000000007,0.40769130904675194,0.99,0.001,515.8552981708882,732.5299869790645,500.0,20.0
180.0,46.839999999999996,0.40565285250151817,0.99,0.001,692.4163209229781,611.3501213236241,500.0,17.0
181.0,27.810000000000002,0.4036245882390106,0.99,0.001,584.4673609368974,703.1609650916281,500.0,13.0
182.0,26.650000000000023,0.4016064652978155,0.99,0.001,393.33310609507464,750.3252001397298,500.0,26.0
183.0,27.630000000000003,0.3995984329713264,0.99,0.001,519.5292462542238,730.7240250731465,500.0,19.0
184.0,34.47000000000001,0.3976004408064698,0.99,0.001,515.0161312863344,739.2125355401311,500.0,25.0
185.0,31.690000000000005,0.39561243860243744,0.99,0.001,506.67123590191517,736.150741262069,500.0,22.0
186.0,25.979999999999997,0.3936343764094253,0.99,0.001,510.63907916000556,736.9722311116738,500.0,21.0
187.0,28.10000000000001,0.39166620452737816,0.99,0.001,520.7641834715419,742.5717319541022,500.0,22.0
188.0,45.999999999999986,0.3897078735047413,0.99,0.001,586.1304679401496,704.0211923974739,500.0,26.0
189.0,39.45999999999999,0.3877593341372176,0.99,0.001,611.3988424896472,680.703731743163,500.0,20.0
190.0,42.400000000000006,0.3858205374665315,0.99,0.001,685.4434462201708,614.4636046292213,500.0,16.0
191.0,41.31,0.38389143477919885,0.99,0.001,576.0600812695712,716.1678085703295,500.0,27.0
192.0,25.919999999999995,0.3819719776053028,0.99,0.001,511.2555538938617,734.2209213327365,500.0,21.0
193.0,33.62,0.3800621177172763,0.99,0.001,492.23481421274886,739.2780652013759,500.0,29.0
194.0,34.50000000000001,0.37816180712868996,0.99,0.001,510.7388086548395,739.2287710709256,500.0,20.0
195.0,32.71000000000001,0.37627099809304654,0.99,0.001,626.6255961388924,679.0521649189786,500.0,14.0
196.0,52.49000000000001,0.3743896431025813,0.99,0.001,651.3886124677757,646.3513106769187,500.0,23.0
197.0,37.4,0.37251769488706843,0.99,0.001,631.6050916158572,675.5998728234689,500.0,16.0
198.0,41.12999999999999,0.3706551064126331,0.99,0.001,540.2307497421717,723.1628735987733,500.0,28.0
199.0,51.30000000000001,0.36880183088056995,0.99,0.001,669.5729613343306,633.1947839511519,500.0,20.0
200.0,43.64999999999999,0.3669578217261671,0.99,0.001,654.8987211028698,645.0694098124864,500.0,17.0
201.0,24.900000000000006,0.36512303261753626,0.99,0.001,463.35174103534695,745.7486655616423,500.0,23.0
202.0,41.839999999999996,0.3632974174544486,0.99,0.001,618.2033360437209,673.7525718313087,500.0,19.0
203.0,40.24,0.3614809303671764,0.99,0.001,599.9731009044639,699.4789107831565,500.0,20.0
204.0,50.56,0.3596735257153405,0.99,0.001,508.0089954433905,733.795341560595,500.0,35.0
205.0,80.27,0.3578751580867638,0.99,0.001,731.7549596575435,532.7625137769614,500.0,31.0
206.0,41.670000000000016,0.35608578229633,0.99,0.001,655.034425944737,646.9575333171689,500.0,17.0
207.0,51.09000000000002,0.3543053533848483,0.99,0.001,686.339524527556,611.0768781958841,500.0,20.0
208.0,50.31000000000002,0.35253382661792404,0.99,0.001,639.9929799055116,661.5523790526021,500.0,23.0
209.0,61.449999999999996,0.3507711574848344,0.99,0.001,657.0136872853211,647.2303245774375,500.0,26.0
210.0,30.410000000000004,0.34901730169741024,0.99,0.001,514.8342149129568,739.0515037522684,500.0,22.0
211.0,30.33,0.3472722151889232,0.99,0.001,600.4717173481256,698.9427337656706,500.0,15.0
212.0,53.000000000000014,0.3455358541129786,0.99,0.001,676.2330323291446,615.4268279405657,500.0,20.0
213.0,46.63000000000001,0.3438081748424137,0.99,0.001,635.2962038956,665.6894711093388,500.0,21.0
214.0,29.570000000000004,0.3420891339682016,0.99,0.001,545.0483927271434,725.3721594902456,500.0,17.0
215.0,30.980000000000015,0.3403786882983606,0.99,0.001,595.684795823154,699.9709682975268,500.0,15.0
216.0,41.8,0.3386767948568688,0.99,0.001,582.6372220932836,710.4773932390774,500.0,22.0
217.0,31.479999999999997,0.33698341088258443,0.99,0.001,590.6993934949841,699.4055226804771,500.0,16.0
218.0,48.88999999999998,0.3352984938281715,0.99,0.001,673.5222651807179,630.5726216043662,500.0,21.0
219.0,31.990000000000002,0.33362200135903064,0.99,0.001,597.7998596019285,690.1419660895458,500.0,14.0
220.0,58.11000000000001,0.33195389135223546,0.99,0.001,684.4748811720483,614.6513850460417,500.0,23.0
221.0,27.020000000000003,0.3302941218954743,0.99,0.001,562.039092165811,719.6928682059724,500.0,15.0
222.0,50.56,0.32864265128599696,0.99,0.001,689.5056254747973,617.3166019174562,500.0,18.0
223.0,53.030000000000015,0.326999438029567,0.99,0.001,682.0564224092716,614.5721483903412,500.0,23.0
224.0,27.75,0.3253644408394192,0.99,0.001,465.2440256035998,755.1350297795792,500.0,24.0
225.0,44.38000000000001,0.3237376186352221,0.99,0.001,646.786874643916,650.5048875127369,500.0,19.0
226.0,33.230000000000004,0.322118930542046,0.99,0.001,642.1362046715112,673.1254010517029,500.0,13.0
227.0,28.179999999999996,0.32050833588933575,0.99,0.001,578.2185794551697,705.3274862522212,500.0,14.0
228.0,56.900000000000006,0.31890579420988907,0.99,0.001,618.0469898518617,687.5573461218132,500.0,26.0
229.0,26.259999999999994,0.3173112652388396,0.99,0.001,507.77162661598044,747.1765927590374,500.0,19.0
230.0,34.63000000000001,0.3157247089126454,0.99,0.001,615.2313549250778,684.2028777198151,500.0,17.0
231.0,41.459999999999994,0.3141460853680822,0.99,0.001,672.6079385458028,638.8462702924677,500.0,15.0
232.0,37.53,0.3125753549412418,0.99,0.001,568.544538836192,710.417441482719,500.0,20.0
233.0,60.09999999999999,0.31101247816653554,0.99,0.001,323.39349362794746,741.7406007541994,500.0,55.0
234.0,30.669999999999998,0.30945741577570285,0.99,0.001,536.1512845526141,723.4704833791789,500.0,19.0
235.0,56.36,0.3079101286968243,0.99,0.001,685.5499483118922,605.136800840394,500.0,22.0
236.0,32.94999999999999,0.3063705780533402,0.99,0.001,598.2796130619696,689.0007029825033,500.0,16.0
237.0,51.399999999999984,0.30483872516307353,0.99,0.001,700.8407093224879,581.3956889616811,500.0,17.0
238.0,29.930000000000003,0.3033145315372582,0.99,0.001,583.4802702578809,700.8455971223229,500.0,17.0
239.0,69.25000000000001,0.3017979588795719,0.99,0.001,758.1723319108158,477.96768474723035,500.0,22.0
240.0,35.24000000000001,0.30028896908517405,0.99,0.001,618.141631787408,680.3957790625349,500.0,17.0
241.0,35.559999999999995,0.2987875242397482,0.99,0.001,644.2114227070866,655.3788002996514,500.0,14.0
242.0,32.5,0.29729358661854943,0.99,0.001,592.2830516938867,698.0649436918571,500.0,15.0
243.0,84.08,0.29580711868545667,0.99,0.001,743.8434337784103,465.85528458675265,500.0,29.0
244.0,41.640000000000015,0.2943280830920294,0.99,0.001,644.9842798980876,653.8156000183754,500.0,19.0
245.0,90.65000000000009,0.29285644267656924,0.99,0.001,178.22391185430106,513.1338368286545,500.0,60.0
246.0,41.20000000000002,0.2913921604631864,0.99,0.001,676.3753766689761,624.3953217741287,500.0,15.0
247.0,31.990000000000002,0.28993519966087045,0.99,0.001,629.459560387609,678.4040884467195,500.0,13.0
